RxnID,minFlux,maxFlux
ALATA_D2,0,100.509241005203
SHCHD2,1.95639915752404e-05,1.95639915752404e-05
CPPPGO,0,1.18282627261948
GTHOr,0,71.9028988067193
DHORD5,0,13.9305835982698
GLYCTO2,0,112.394007245255
GLYCTO3,0,112.394007245255
GLYCTO4,0,112.394007245251
PFK_3,0,215.348014384766
TRPS2,0,90.4581799041111
G3PD5,0,112.394007245245
LEUTAi,0.0395254918761643,6.88936638913683
SHK3Dr,0.0334359143729444,4.96803591738967
G5SD,0.0193933549670646,150.783026528485
ALATA_L2,0,100.509241005216
MAN6PI,0,-0
APRAUR,3.91279832001601e-05,2.38677663089599
DB4PS,7.82559664003202e-05,4.77355326179197
RBFK,1.95639916249197e-05,205.424372497661
ACP1_FMN,0,205.42435293369
RBFSb,3.91279832001601e-05,2.38677663089599
DMATT,2.4389191291107e-05,2.4389191291107e-05
GRTT,2.4389191291107e-05,2.4389191291107e-05
UPP3S,3.91279831504808e-05,1.18284583661127
UPPDC1,1.95639915752404e-05,1.1828262726197
TMDPP,0,9.17369226188919
HCO3E,0.0461134686447622,205.532909750526
IMPC,-15.9446999973526,-0.0475968227681278
IMPD,0,90.4795185164286
ECOAH4,-16.6329324091571,2.19508202518557
GLUTRS,0.000313023865203846,9.46276669289017
TMPPP,1.95639915752404e-05,1.95639915752404e-05
URIK1,0,205.424352933701
URIK2,0,205.424352933709
CYTDK1,0,205.424352933674
CYTDK2,0,205.424352933677
XPPT,0,102.71217646685
HXPRT,0,102.712176466843
NDPK5,-67.8833456690397,102.714546692662
DHORTS,-13.9305835982464,-0.029020944363765
OMPDC,0.029020944363819,13.9305835982574
CS,0.0943275660527508,224.194916987229
ICDHyr,0.0943275660526979,53.3549834124487
ACALD,-205.424352933696,452.290899520544
ACS,0,205.424352933654
PPA,0.273678046219077,205.731548220832
PPCK,0,205.424352933689
ME1,0,116.437292265862
ALAR,0.00365679953733888,100.662052331303
ALATA_L,-1000,999.91182991517
XYLK,0,-0
RBK,0,205.424352933696
GLYK,0,205.424352933699
PPM,-1000,102.713294728805
ASPTA,-452.547760078875,-0.256860558322614
FBP,0,205.424352933698
GLGC,0,205.424352933686
PYK,0,214.99109178477
A5PISO,0.00341378493351385,0.724700568632329
IPPMIb,-6.88936638913685,-0.0395254918761339
ACHBS,0.0254883717863812,6.50960946830085
ACLS,0.0767090072720639,9.04175936126405
PSCVT,0.0334359143729444,4.96803591738967
ANS,0.00498688777179995,4.74031505219818
ANPRT,0.00498688777179995,4.74031505219818
CHORM,0.028370770634832,4.96297077365211
CHORS,0.0334359143729578,4.96803591738967
IGPS,0.00498688777179995,4.74031505219818
ECOAH6,-24.3652135323256,0.38503749607105
ENO,-83.8459236670079,61.4572438619737
FBA,-205.424352933699,215.348014384765
MGSA,0,71.6636972615689
PPS,0,205.424352933664
PGI,-222.43383787302,205.42435293369
PGK,-19.7889805643532,55.1826462362274
EDA,0,74.9715844119335
PGL,0,117.628507025576
RPE,-45.322082432725,78.3509556524677
TALA,-215.365340507204,39.1921762194311
TKT1,-22.6443428231673,39.1921762194304
G6PDA,1.25024865538434,215.416063416049
ALCD2x,-18.7323345408755,-0
ALDD2y,0,205.424352933673
RMI,0,-0
FMNAT,1.956399160008e-05,1.56684056186038
NADDP,0,102.712176466831
NMNAT,0,102.712176466841
HMPK1,0,-0
NDPK6,0,43.5677456324195
NDPK8,-67.8833456690306,102.714472033626
PYNP2r,-205.424352933683,102.71447203368
DURIPP,-9.17598782872017,43.5654500655901
PTRCTA,0,36.8268467118778
CYSDS,0,64.57889569166
TRPAS2,-3.93092856418161,90.4531930163589
NDP3,0,205.424352933688
CDPPH,0,205.424352933696
NDP7,0,205.424352933702
PMDPHT,3.91279832001601e-05,2.38677663089599
ILETA,-6.50960946830082,-0.0254883717864232
VALTA,-1000,999.91182991517
ORPT,-13.9305835982574,-0.029020944363765
RBFSa,7.82559664003202e-05,4.77355326179197
DHAD2,0.0254883717863812,6.50960946830085
G1PP,0,205.424352933696
PFL,0,125.853600604751
FRD2,0,112.423228040612
FRD3,0,112.394007245255
POX,0,102.633502490696
PTAr,-205.475428637707,205.373277229661
ACKr,-205.373277229661,205.475428637707
MOAT,0.00170689246676178,0.362350284316205
UDCPDPS,4.82519971586664e-06,4.82519971586664e-06
USHD,0.00170689246676178,0.362350284316205
LPADSS,0.00170689246676178,0.362350284316205
