RxnID,minFlux,maxFlux
ALATA_D2,0,59.8532932486551
SHCHD2,1.2206787670512e-05,1.2206787670512e-05
CPPPGO,0,0.77053930884282
GTHOr,0,43.1933711685501
DHORD5,0,9.21219347274821
GLYCTO2,0,75.2543049191374
GLYCTO3,0,75.2543049191377
GLYCTO4,0,75.2543049191364
PFK_3,0,126.575999999989
TRPS2,0,56.1587825173849
G3PD5,0,75.25430491913
LEUTAi,0.0246615975604639,4.4139693982353
SHK3Dr,0.0208620569964069,3.06475268905194
G5SD,0.0121003203969394,90.4206136281698
ALATA_L2,0,59.8532932486472
MAN6PI,0,-0
APRAUR,2.44135753578309e-05,1.46218069874334
DB4PS,4.88271507156618e-05,2.92436139748667
RBFK,1.22067876873189e-05,126.576012206784
ACP1_FMN,0,126.576000000043
RBFSb,2.44135753578309e-05,1.46218069874334
DMATT,1.52174303695173e-05,1.52174303695173e-05
GRTT,1.52174303695173e-05,1.52174303695173e-05
UPP3S,2.4413575341024e-05,0.770551515630746
UPPDC1,1.2206787670512e-05,0.770539308843075
TMDPP,0,5.86433599834288
HCO3E,0.0287721101457237,126.643733111039
IMPC,-9.84568705965432,-0.0296976364505781
IMPD,0,54.2584220319896
ECOAH4,-10.3394923888501,1.32725648996643
GLUTRS,0.000195308602728192,6.16441212504597
TMPPP,1.2206787670512e-05,1.2206787670512e-05
URIK1,0,126.575999999973
URIK2,0,126.575999999968
CYTDK1,0,126.575999999975
CYTDK2,0,126.575999999991
XPPT,0,63.2879999999734
HXPRT,0,63.2879999999969
NDPK5,-40.4941627191459,63.2894788824183
DHORTS,-9.2121934727619,-0.0181073736657709
OMPDC,0.0181073736657714,9.21219347276163
CS,0,135.808903802109
ICDHyr,-9.94114511009388,32.2223636901772
ACALD,-126.575999999988,271.225539923429
ACS,0,126.575999999985
PPA,0.170759110553674,126.76767191053
PPCK,0,136.413960477063
ME1,0,79.9115269852204
ALAR,0.00228162925418474,59.9512975508997
ALATA_L,-1000,999.944987018612
XYLK,0,-0
RBK,0,126.576000000003
GLYK,0,126.575999999972
PPM,-1000,63.2886977301303
ASPTA,-271.385805904165,-0.160265980707891
FBP,0,126.623630794269
GLGC,0,126.575999999988
PYK,0,136.143630834366
A5PISO,0.00213000234009542,0.438055332184945
IPPMIb,-4.41396939823528,-0.0246615975604527
ACHBS,0.0159032547763506,4.09448280249773
ACLS,0.047861938632747,5.58669193750763
PSCVT,0.0208620569964069,3.06475268905194
ANS,0.00311152659890096,2.91289300418427
ANPRT,0.00311152659890096,2.91289300418427
CHORM,0.01770170324682,3.06159233530175
CHORS,0.0208620569964198,3.06475268905189
IGPS,0.00311152659890096,2.91289300418427
ECOAH6,-15.138350803858,0.233183160673661
ENO,-62.6778497575538,32.0652827052954
FBA,-126.623630794259,126.575999999996
MGSA,0,45.3812102781336
PPS,0,126.575999999863
PGI,-133.500121479683,126.576000000007
PGK,0.131663798534419,45.5129005247024
EDA,0,45.3812102781253
PGL,0,84.9838478707095
RPE,-27.037612232619,56.6134399608748
TALA,-126.586810488105,28.3171388021547
TKT1,-13.5083872945987,28.3171388021547
G6PDA,0,126.576
ALCD2x,-11.359693033584,-0
ALDD2y,0,126.575999999981
RMI,0,-0
FMNAT,1.22067876873189e-05,0.960685137951545
NADDP,0,63.287999999991
NMNAT,0,63.2879999999836
HMPK1,0,-0
NDPK6,0,25.9893040613815
NDPK8,-40.4941627191424,63.2894322995651
PYNP2r,-126.575999999991,63.2894322995653
DURIPP,-5.8657682979225,25.987871761798
PTRCTA,0,29.190121477103
CYSDS,0,40.1134160838451
TRPAS2,-2.41487143215704,56.1556709908195
NDP3,0,126.576000000026
CDPPH,0,126.576
NDP7,0,126.576000000017
PMDPHT,2.44135753578309e-05,1.46218069874334
ILETA,-4.09448280249774,-0.01590325477639
VALTA,-1000,999.944987018612
ORPT,-9.21219347276167,-0.0181073736657709
