RxnID,MaxFlux
12DGR120tipp,12.9587877462975
12DGR140tipp,12.9587877462945
12DGR141tipp,12.9587877462944
12DGR160tipp,12.9587877462813
12DGR161tipp,12.9587877462904
12DGR180tipp,12.9587877462949
12DGR181tipp,12.958787746297
12PPDRtex,1.69029929444821
12PPDRtpp,1.69029929444571
12PPDStex,1.69029929444412
12PPDStpp,1.69029929444127
2AGPA120tipp,4.02169274885432
2AGPA140tipp,4.02169274884755
2AGPA141tipp,4.0216927488512
2AGPA160tipp,4.02169274884926
2AGPA161tipp,4.02169274885202
2AGPA180tipp,4.02169274884626
2AGPA181tipp,4.0216927488463
2AGPE120tipp,5.83145448583518
2AGPE140tipp,5.8314544858346
2AGPE141tipp,5.83145448583721
2AGPE160tipp,5.83145448582274
2AGPE161tipp,5.83145448582432
2AGPE180tipp,5.83145448582681
2AGPE181tipp,5.83145448582732
2AGPEAT120,5.83145448580616
2AGPEAT140,5.83145448582946
2AGPEAT141,5.8314544858227
2AGPEAT160,5.83145448583683
2AGPEAT161,5.83145448583608
2AGPEAT180,5.83145448583148
2AGPEAT181,5.83145448582156
2AGPG120tipp,5.8314544858307
2AGPG140tipp,5.83145448582487
2AGPG141tipp,5.83145448582385
2AGPG160tipp,5.83145448583257
2AGPG161tipp,5.83145448583928
2AGPG180tipp,5.83145448583364
2AGPG181tipp,5.83145448582724
2AGPGAT120,5.83145448582478
2AGPGAT140,5.83145448583292
2AGPGAT141,5.83145448583705
2AGPGAT160,5.83145448582983
2AGPGAT161,5.83145448582755
2AGPGAT180,5.83145448582722
2AGPGAT181,5.8314544858318
2DDARAA,0.000140549858656414
2MAHMP,29.1572724291564
3AMACHYD,1.53459328574595
3HAD100,4.58886597938143
3HAD120,6.6435820895522
3HAD121,4.1463247863245
3HAD140,6.64358208955218
3HAD141,4.14632478632529
3HAD160,6.64358208955222
3HAD161,6.64358208955396
3HAD180,6.64358208955227
3HAD181,6.64358208955227
3HAD40,2.53989528795795
3HAD60,2.5398952879581
3HAD80,2.53989528795811
3HPPtex,1.53459328574831
3HPPtpp,1.53459328574685
3OAR100,4.58886597938147
3OAR120,6.64358208955309
3OAR121,4.14632478632478
3OAR140,6.64358208955218
3OAR141,4.14632478632478
3OAR160,6.64358208955275
3OAR161,6.64358208955397
3OAR180,6.64358208955184
3OAR181,6.64358208955223
3OAR40,2.53989528795807
3OAR60,2.53989528795807
3OAR80,2.53989528795796
3OAS100,4.58886597938145
3OAS120,6.64358208955216
3OAS121,4.14632478632452
3OAS140,6.64358208955309
3OAS141,4.1463247863253
3OAS160,6.64358208955178
3OAS161,6.64358208955223
3OAS180,6.643582089554
3OAS181,3.55324085721524
3OAS60,2.53989528795809
3OAS80,2.53989528795811
3PEPTabcpp,4.19924528301886
3PEPTtex,0.407794019988614
4ABZGLUH,0.549273577943268
4ABZGLUtex,0.549273577942813
4ABZGLUtr,0.549273577943154
4HTHRA,0.000140556367909994
4HTHRK,0.0001405563679211
4PCP,2.33258179433625
4PCPpp,2.12052890393811
4PEPTabcpp,4.12148148148149
4PEPTtex,0.351485513987427
5DGLCNR,64.4975918166611
5DGLCNt2rpp,1.21488635121568
5DGLCNtex,1.21488635121705
5DKGR,64.4975918166269
5DOAN,0.839307958477517
5MTRtex,0.336070821450448
5MTRtpp,0.336070821450564
A5PISO,0.104073667902639
AACPS1,14.5850176145847
AACPS2,14.5861576145819
AACPS3,14.5913990145941
AACPS4,14.5936790145801
AACPS5,14.5786362145734
AACPS6,14.5786362145912
AACPS7,14.5864186145796
AACPS8,14.5825274145907
AACPS9,14.5786362145984
AACTOOR,6.4539519591656
AADDGT,0.0881328133878865
ABTA,12.0949662514578
ABUTD,8.97368463818909
ABUTt2pp,1000
ABUTtex,1.69027666255954
ACACT1r,1.34183228307256
ACACT2r,1.3418322830712
ACACT3r,1.34183228307347
ACACT4r,2.42168093024191
ACACT5r,3.52195060049985
ACACT6r,3.52676868408298
ACACT7r,3.54079058855723
ACACT8r,3.55324085721509
ACALD,64.497591816669
ACALDtex,3.23969693657398
ACALDtpp,3.23969693657534
ACCOAC,55.6399999999966
ACCOAL,1000
ACGAMK,2.3801855044234
ACGAMT,0.0881328133878788
ACGK,9.09430676319363
ACGS,9.09430676319878
ACHBS,0.957075803836133
ACKr,65.6399999999999
ACLS,1.37738853633387
ACM6PH,2.38018550442069
ACMAMUT,0.0881328133879494
ACOAD1f,1000
ACOAD1fr,1000
ACOAD2f,1.34183228306858
ACOAD3f,1.34183228307324
ACOAD4f,2.42168093024111
ACOAD5f,3.5219506005011
ACOAD6f,3.53507590199138
ACOAD7f,3.54752617064821
ACOAD8f,3.55324085721384
ACOATA,55.6400000000001
ACODA,9.09430676319425
ACONTa,20.942774372229
ACONTb,20.9427743722277
ACOTA,9.09430676320301
ACP1_FMN,29.1572724291198
ACPPAT120,14.5786362145931
ACPPAT140,14.5786362145883
ACPPAT141,14.5786362145782
ACPPAT160,14.5850176146033
ACPPAT161,14.5861576145542
ACPPAT180,14.5786362145735
ACPPAT181,14.5786362145693
ACS,29.1572724291692
ACSERtex,1.57311199552919
ACSERtpp,1.57311199552893
ACt2rpp,994.665163588669
ACt4pp,1000
ACtex,0
ADA,12.9005919233248
ADCL,0.549340477941867
ADCS,0.549340477943151
ADD,12.9005919233317
ADEt2rpp,1.26618723556771
ADEtex,1.26618723556601
ADK1,1000
ADK3,1000
ADK4,55.6399999999998
ADMDC,0.336070821449953
ADNCYC,14.5786362145956
ADNK1,55.6400000000003
ADNUC,29.1572724291777
ADNt2pp_copy1,1000
ADNt2pp_copy2,1000
ADNtex,0.635062569782917
ADPRDP,4.16532463271972
ADPT,27.82
ADSK,2.5540655261423
ADSL1r,12.9305223233372
ADSL2r,2.27770645181954
ADSS,12.9305223233306
AGDC,4.76037100884385
AGM3PA,2.38018550442395
AGM3PApp,4.19924528301888
AGM3PH,2.38018550442186
AGM3Pt2pp,2.38018550442115
AGM4PA,2.33258179433279
AGM4PApp,4.121481481482
AGM4PCP,2.33258179433531
AGM4PCPpp,2.28684489640431
AGM4PH,2.33258179433516
AGM4Pt2pp,2.33258179433484
AGMH,2.38018550442242
AGMHE,0.0881328133879782
AGMT,4.48573421987014
AGMt2pp,2.20054886257942
AGMtex,1.09317952231618
AGPAT120,7.67448275862068
AGPAT140,7.6744827586207
AGPAT141,7.67448275862068
AGPAT160,7.67448275862165
AGPAT161,7.67448275862068
AGPAT180,7.67448275862067
